?ConceptURI	?ConceptNaam	?Definitie
<https://data.rws.nl/def/otl/Lamellenafscheider>	"Lamellenafscheider"@nl	"Installatiedeel voor het verwijderen van vaste deeltjes (vuil en slib) die zich in het hemelwater bevinden."@nl
<https://data.rws.nl/def/otl/Landbouwgebied>	"Landbouwgebied"@nl	"Gebied waarin een geheel van economische activiteiten plaats vindt waarbij het natuurlijke milieu wordt aangepast ten behoeve van de productie van planten en dieren voor menselijk gebruik doormiddel van akkerbouw, veeteelt en tuinbouw."@nl
<https://data.rws.nl/def/otl/Landbouwgrond>	"Landbouwgrond"@nl	"Geografisch stuk grond ten behoeve van landbouwkundige activiteiten om te komen tot gewassen die geschikt zijn voor menselijke consumptie."@nl
<https://data.rws.nl/def/otl/Landhoofd>	"Landhoofd"@nl	"Grondlichaam dat zorgt voor steun en overgang van het grondlichaam naar bijvoorbeeld een brug of sluis"@nl
<https://data.rws.nl/def/otl/Landverkeerssein>	"Landverkeerssein"@nl	"Armatuur met één of meer lichtbronnen die de (verkeers)situatie met een (verkeers)teken op de weg weergeeft"@nl
<https://data.rws.nl/def/otl/Langsligger>	"Langsligger"@nl	"Balk tussen de dwarsdragers, of van oplegging tot oplegging, voor het dragen van het dek van het kunstwerk"@nl
<https://data.rws.nl/def/otl/Leidam>	"Leidam"@nl	"Dam, min of meer in de stroomrichting van een rivier of langs de kust, ter geleiding van de stroming om de schurende werking te beheersen."@nl
<https://data.rws.nl/def/otl/Leiding>	"Leiding"@nl	"Buis bestemd voor de voortgeleiding van stoffen in vloeibare vorm of gas."@nl
<https://data.rws.nl/def/otl/Leidingnetwerk>	"Leidingnetwerk"@nl	"Geheel van aan elkaar gekoppelde brandblusleidingen gemonteerd aan het plafond van een tunnelbuis."@nl
<https://data.rws.nl/def/otl/Leikade>	"Leikade"@nl	"Grondlichaam (deels de oude dijk) om de waterafvoer bij hoogwater te geleiden en in de richting van de loop van de rivier aangebracht."@nl
<https://data.rws.nl/def/otl/Leiplant>	"Leiplant"@nl	"Plant met buigzame stengels die kan klimmen of in een bepaalde groeirichting gedwongen kan worden."@nl
<https://data.rws.nl/def/otl/Lekdetector>	"Lekdetector"@nl	"Detector waarbij met behulp van een infrarood warmtecamera de oorzaak van de lekkage precies kan worden opgespoord"@nl
<https://data.rws.nl/def/otl/Leuning>	"Leuning"@nl	"Stevige balk, strip of soms touw, waaraan men met een hand steun of stabiliteit kan vinden."@nl
<https://data.rws.nl/def/otl/Leuningafwerking>	"Leuningafwerking"@nl	"Geheel van beschermende, decoratieve en stroefheidsverhogende middelen die mogelijk gebruikt kunnen worden voor de afwerking van een leuning."@nl
<https://data.rws.nl/def/otl/Leuningband>	"Leuningband"@nl	"Installatiedeel dat de meebewegende handleuning van een roltrap vormt"@nl
<https://data.rws.nl/def/otl/Leuningconstructie>	"Leuningconstructie"@nl	"Constructie aangebracht op een muur of wand die steun biedt en beschermt tegen vallen bij hoogteverschil."@nl
<https://data.rws.nl/def/otl/Lichtgroepenkast>	"Lichtgroepenkast"@nl	"Kast waarin schakelaars en beveiligingen zijn opgenomen."@nl
<https://data.rws.nl/def/otl/Lichtkoepel>	"Lichtkoepel"@nl	"Koepelvormig raam dat meestal, tijdens een aanbouw, is aangebracht in een plat dak om meer lichtinval in de ruimte te realiseren."@nl
<https://data.rws.nl/def/otl/Lichtopstand>	"Lichtopstand"@nl	"Lichtbaken voor het geleiden van scheepvaartverkeer geplaatst op het hoogste punt van een krib"@nl
<https://data.rws.nl/def/otl/Lichtstraat>	"Lichtstraat"@nl	"Geheel van een of meerdere aan elkaar bevestigde horizontaal of diagonaal geplaatste ramen inclusief sponningen, bevestigingsmaterialen en ophogingen die meestal, tijdens een aanbouw, zijn aangebracht in een plat dak om meer lichtinval in de ruimte te realiseren."@nl
<https://data.rws.nl/def/otl/LiftInstallatie>	"Lift-installatie"@nl	"Installatie voor verticaal transport van personen of goederen, bestaande uit een liftkooi die in een liftschacht langs leiders bewogen wordt en op vaste plaatsen stopt"@nl
<https://data.rws.nl/def/otl/Liftdeur>	"Liftdeur"@nl	"Deur van een lift, bestaande uit een component van een etagedeur en een liftkooideur"@nl
<https://data.rws.nl/def/otl/Lijnafwatering>	"Lijnafwatering"@nl	"Rioolleiding aan de bovenkant voorzien van een opening voor de afvoer van afvalwater."@nl
<https://data.rws.nl/def/otl/LocalAreaNetwork>	"Local Area Network (LAN)"@nl	"Netwerk dat is samengesteld uit computers/ werkstations op een relatief klein oppervlak zodat gebruikers toegang hebben tot dezelfde hard- en software"@nl
<https://data.rws.nl/def/otl/Loopbrug>	"Loopbrug"@nl	"Brug voor voetgangers die een verbinding realiseert tussen schepen en de wal."@nl
<https://data.rws.nl/def/otl/Loopkat>	"Loopkat"@nl	"Werktuig waaraan een takel hangt en dat langs een geleidingsrail voortbeweegt om lasten tussen twee vaste punten te vervoeren."@nl
<https://data.rws.nl/def/otl/Loopplank>	"Loopplank"@nl	"Plank bedoeld voor dieren om aan ter plaatse van een Fauna Uitstap Plaats (FUP) aan wal te komen."@nl
<https://data.rws.nl/def/otl/Looppoort>	"Looppoort"@nl	"Toegangshek dat om een verticale as draait en dient als afsluitbare doorgang in een muur of terreinafscheiding."@nl
<https://data.rws.nl/def/otl/Loopstrook>	"Loopstrook"@nl	"Smalle geleidestrook bestemd voor fauna om een barrière (een weg, water e.d.) te kunnen passeren."@nl
<https://data.rws.nl/def/otl/LosseHaag>	"Losse haag"@nl	"Gesloten, niet, of slechts incidenteel geschoren lijnvormige beplanting met een scheidende functie van houtachtige gewassen, die in een enkele of meerdere rij(en) geplant staan."@nl
<https://data.rws.nl/def/otl/Luchtdroger>	"Luchtdroger"@nl	"Toestel voor het drogen van lucht"@nl
<https://data.rws.nl/def/otl/Luchtinlaat>	"Luchtinlaat"@nl	"Opening voor het toelaten of inzuigen van lucht"@nl
<https://data.rws.nl/def/otl/Luchtkanaal>	"Luchtkanaal"@nl	"Installatiedeel in de vorm van een gat of kanaal ten behoeve van ventilatie of om de doorstroming van lucht te bevorderen"@nl
<https://data.rws.nl/def/otl/Luidspreker>	"Luidspreker"@nl	"Installatiedeel voor het verspreiden en versterken van geluid"@nl
<https://data.rws.nl/def/otl/Luik>	"Luik"@nl	"Horizontale opneembare plaat met scharnieren en handgrepen om een ruimte af te sluiten"@nl
<https://data.rws.nl/def/otl/Maaiveld>	"Maaiveld"@nl	"Hoogteligging van het grondoppervlak, het grensvlak tussen ondergrond en de lucht."@nl
<https://data.rws.nl/def/otl/Mantelbuis>	"Mantelbuis"@nl	"Buis voor bescherming van kabels, buizen en HDPE buizen"@nl
<https://data.rws.nl/def/otl/Marifooninstallatie>	"Marifooninstallatie"@nl	"Installatie die spraakcommunicatie tussen twee nautische gebruikers mogelijk maakt via een zender-ontvanger combinatie."@nl
<https://data.rws.nl/def/otl/Markering>	"Markering"@nl	"Geheel van aangebrachte figuraties en lijnen om informatie te verlenen, te regelen of ter aanduiding van iets"@nl
<https://data.rws.nl/def/otl/Markeringspaal>	"Markeringspaal"@nl	"Paal op een schietbaan waarop het doelwit is bevestigd"@nl
<https://data.rws.nl/def/otl/Mast>	"Mast"@nl	"Draagconstructie, bestaande uit een verticale buispaal, die wordt gebruikt om iets op hoogte te brengen."@nl
<https://data.rws.nl/def/otl/Meer>	"Meer"@nl	"Een met land omringde watervlakte die een massa stilstaand landoppervlaktewater bevat."@nl
<https://data.rws.nl/def/otl/Meerboei>	"Meerboei"@nl	"Permanent gelegde stalen boei om aan af te meren."@nl
<https://data.rws.nl/def/otl/Meerpaal>	"Meerpaal"@nl	"In het water staande, in de bodem geplaatste paal om schepen aan vast te leggen of af te remmen"@nl
<https://data.rws.nl/def/otl/Meerstoel>	"Meerstoel"@nl	"In het water staande constructie van in de bodem geplaatste palen of kokers boven water verbonden door gordingen om schepen aan vast te leggen of af te remmen."@nl
<https://data.rws.nl/def/otl/Meetinstallatie>	"Meetinstallatie"@nl	"Installatie voor het meten van een bepaalde grootheid. Bijvoorbeeld een debiet of het aantal deeltjes in de lucht."@nl
<https://data.rws.nl/def/otl/Meetpunt>	"Meetpunt"@nl	"Installatiedeel in een aarding- en bliksembeveiligingsinstallatie waar elektrische spanning gemeten wordt"@nl
<https://data.rws.nl/def/otl/Meetput>	"Meetput"@nl	"Civiele constructie waarin meetapparatuur is opgesteld"@nl
<https://data.rws.nl/def/otl/Meetsysteem>	"Meetsysteem"@nl	"Systeem, bestaande uit een of meerdere meetpunten, die de positie monitoren van bewegende onderdelen van een bewegingswerk om de besturing te voorzien van informatie."@nl
<https://data.rws.nl/def/otl/Membraan>	"Membraan"@nl	"Dunne barrièrre die sommige mengels of vloeistoffen wel doorlaat en andere niet en vaak wordt gebruikt op stoffen van elkaar te scheiden"@nl
<https://data.rws.nl/def/otl/Membraanbeluchter>	"Membraanbeluchter"@nl	"Installatiedeel dat onder druk gebracht zuurstof aan het influent (afvalwater) verspreidt door een dunne laag kunststof (membraan)."@nl
<https://data.rws.nl/def/otl/Menginstallatie>	"Menginstallatie"@nl	"Installatie voor het vermengen van vloeistoffen zoals influent (afvalwater), waterhoudend slib en additieven."@nl
<https://data.rws.nl/def/otl/Meubilair>	"Meubilair"@nl	"Verzameling van meubels en voorwerpen die gebruikt worden in gebouwen en in de openbare ruimte"@nl
<https://data.rws.nl/def/otl/Microfoon>	"Microfoon"@nl	"Apparaat dat geluid opvangt en omzet in een elektrisch signaal met de bedoeling het geluid met behulp van hulpmiddelen te versterken"@nl
<https://data.rws.nl/def/otl/Mixer>	"Mixer"@nl	"Apparaat voor het mengen van vloeistoffen"@nl
<https://data.rws.nl/def/otl/MoerasEnOevervegetatie>	"Moeras- en oevervegetatie"@nl	"Vegetatie in een uit zichzelf aangenomen rangschikking voorkomend in moerasgebieden-, oevers of terreinen met een natte en/of zachte bodem."@nl
<https://data.rws.nl/def/otl/Moerasvegetatie>	"Moerasvegetatie"@nl	"Vegetatie in een uit zichzelf aangenomen rangschikking voorkomend in moerasgebieden of terreinen met een natte en/ of zachte bodem."@nl
<https://data.rws.nl/def/otl/Moeraszeggevegetatie>	"Moeraszeggevegetatie"@nl	"Vegetatie in een uit zichzelf aangenomen rangschikking voorkomend in moerasgebieden of terreinen met een natte en/ of zachte bodem en waar overwegende de soort zegge (een kruidachtige plant uit de familie van de cypergrassen, rietgras) voorkomt"@nl
<https://data.rws.nl/def/otl/Monitor>	"Monitor"@nl	"Apparaat dat informatie op een scherm kan tonen."@nl
<https://data.rws.nl/def/otl/Monsternameapparaat>	"Monsternameapparaat"@nl	"Apparaat voor het nemen van monsters"@nl
<https://data.rws.nl/def/otl/NatteHeide>	"Natte heide"@nl	"Een heide met een open karakter en bestaand uit heidesoorten, grassen, kruidachtigen en mossen in wisselende samenstelling op natte venige gronden."@nl
<https://data.rws.nl/def/otl/Natuurgebied>	"Natuurgebied"@nl	"Veelal beschermde uitgestrekte terreinen met unieke eigenschappen qua flora, fauna, geologische of landschappelijke gesteldheid (biodiversiteit) en door een extreem lage bevolkingsdichtheid nauwelijks wordt beïnvloed door menselijk gedrag."@nl
<https://data.rws.nl/def/otl/NatuurlijkeGrasvegetatie>	"Natuurlijke grasvegetatie"@nl	"Vegetatie van verschillende kruiden en grassoorten die een (spontaan) aangenomen rangschikking hebben aangenomen en bestaat uit verschillende grassoorten."@nl
<https://data.rws.nl/def/otl/Nautofoon>	"Nautofoon"@nl	"Op de wal of een boei geplaatst instrument, dat met een bepaalde regelmaat een krachtig geluidssein ten gehore brengt ter geleiding van scheepvaart in geval van slecht weer."@nl
<https://data.rws.nl/def/otl/Nautofooninstallatie>	"Nautofooninstallatie"@nl	"Een installatie, ook wel misthoorn genoemd, die doormiddel van akoestische signalen schepen helpt navigeren bij slecht zicht."@nl
<https://data.rws.nl/def/otl/Net>	"Net"@nl	"Geheel van touwwerk dat in verschillende sporten wordt gebruikt. Bijvoorbeeld een volleybalnet"@nl
<https://data.rws.nl/def/otl/Nevengeul>	"Nevengeul"@nl	"Vrijwel parallel aan de hoofdstroom gelegen geul die gemaakt is om het hoogwater af te voeren dat niet veilig door de hoofdstroom kan worden afgevoerd"@nl
<https://data.rws.nl/def/otl/NietVrijUitgroeiendeBoom>	"Niet vrij uitgroeiende boom"@nl	"Boom waarbij de omgeving voorwaarden stelt aan de wijze van snoeien en waarbij een takvrije zone of een takvrij stamstuk wordt voorgeschreven ofwel menselijke begeleiding is geweest tijdens de ontwikkeling van de boom."@nl
<https://data.rws.nl/def/otl/Nivelleerschuif>	"Nivelleerschuif"@nl	"Schuif om water in en uit een sluis te laten"@nl
<https://data.rws.nl/def/otl/NooddoucheInstallatie>	"Nooddouche-installatie"@nl	"Veiligheidshulpmiddel voor het afspoelen van personen"@nl
<https://data.rws.nl/def/otl/Noodhandbediening>	"Noodhandbediening"@nl	"Werktuig om een bewegingswerk handmatig aan te drijven om een object bij calamiteiten of storingen weer in een veilige toestand te krijgen"@nl
<https://data.rws.nl/def/otl/Noodstop>	"Noodstop"@nl	"Knop of hendel voor het onderbreken van een machine of installatie bij een plotselinge bedreigende situatie."@nl
<https://data.rws.nl/def/otl/NoodstroominstallatieRoterend>	"Noodstroominstallatie (roterend)"@nl	"Noodstroominstallatie die met behulp van een noodstroomaggregaat elektriciteit opwekt en automatisch in werking treedt zodra de netspanning uitvalt"@nl
<https://data.rws.nl/def/otl/NoodstroominstallatieStatisch>	"Noodstroominstallatie (statisch)"@nl	"Noodstroominstallatie die voor een bepaalde tijd met behulp van statische componenten automatisch zorgdraagt voor de levering van elektriciteit bij (gedeeltelijke) uitval van de primaire voeding."@nl
<https://data.rws.nl/def/otl/Noodtelefoon>	"Noodtelefoon"@nl	"Apparaat dat onderdeel is van een intercominstallatie en bedoeld is om in noodsituaties contact op te nemen met een medewerker in een centrale."@nl
<https://data.rws.nl/def/otl/Objectbegroeiing>	"Objectbegroeiing"@nl	"Ruimtelijke voorkomen van planten in samenhang met de plaats waar zij groeien en de rankschikking die zij uit zichzelf hebben aangenomen op of aan een object"@nl
<https://data.rws.nl/def/otl/Objectverlichting>	"Objectverlichting"@nl	"Installatie die dient om bouwwerken en andere constructies of objecten aan de buitenzijde te verlichten"@nl
<https://data.rws.nl/def/otl/Obstakelbeveiliger>	"Obstakelbeveiliger"@nl	"Bermbeveiligingsconstructie ter afscherming van een obstakel, die botsingsenergie kan absorberen en daardoor bij aanrijding voertuigen met zo weinig mogelijk schade van richting doet veranderen of tot stilstand brengt"@nl
<https://data.rws.nl/def/otl/Oefenring>	"Oefenring"@nl	"Afgebakende en/of afgesloten ruimte die onderdeel is van een handgranaatbaan / schietbaan om te oefenen met oefenhandgranaten."@nl
<https://data.rws.nl/def/otl/Oeverbescherming>	"Oeverbescherming"@nl	"Grondkerende constructie om de afkalving van de oever te voorkomen."@nl
<https://data.rws.nl/def/otl/Oeverzwaluwenwand>	"Oeverzwaluwenwand"@nl	"Door de mens gemaakte steile, onbegroeide helling voorzien van openingen die geschikt zijn als broedplaats voor de oeverzwaluw."@nl
<https://data.rws.nl/def/otl/OlieEnBenzineafscheider>	"Olie- en benzineafscheider"@nl	"Afscheiderinstallatie die op basis van zwaartekracht zorgdraagt voor ontmenging van olie/benzine van afvalwater."@nl
<https://data.rws.nl/def/otl/Olieboom>	"Olieboom"@nl	"Langwerpig, rond, drijvend lichaam, mogelijk gevuld met olieabsorberend materiaal, dat dient om vervuiling door het verspreiden van olie via het water tegen te gaan en daarnaast het bergen van drijvend olie vergemakkelijkt."@nl
<https://data.rws.nl/def/otl/Oliefilter>	"Oliefilter"@nl	"Filter dat vuil uit olie zuivert"@nl
<https://data.rws.nl/def/otl/Omloopbaan>	"Omloopbaan"@nl	"Ovalen hardloopronde, met een lengte van 400 meter, ingericht voor het beoefenen van atletiek"@nl
<https://data.rws.nl/def/otl/Omloopriool>	"Omloopriool"@nl	"Afsluitbare duiker in de vorm van een buis of een koker waardoor het water in en uit een sluiskolk gelaten kan worden t.b.v. het nivelleringsproces."@nl
<https://data.rws.nl/def/otl/Omroepinstallatie>	"Omroepinstallatie"@nl	"Installatie waarmee mensen in een bepaald gebied kunnen worden toegesproken."@nl
<https://data.rws.nl/def/otl/Onderbak>	"Onderbak"@nl	"Opvangbak gepositioneerd aan de onderzijde van putten, bergingsvoorzieningen of afscheiderinstallaties om lekkende stoffen op te vangen."@nl
<https://data.rws.nl/def/otl/Onderbouw>	"Onderbouw"@nl	"Deel van een gebouw of constructie dat ervoor zorgt dat het eigen gewicht ervan en de daarop uitgeoefende krachten, zoals nuttige belasting, sneeuw, winddruk etc., worden overgedragen aan de draakrachtige ondergrond of fundering"@nl
<https://data.rws.nl/def/otl/Onderbouwconstructie>	"Onderbouwconstructie"@nl	"Funderingsconstructie of vloer van een kunstwerk die krachten kan overdragen aan de ondergrond"@nl
<https://data.rws.nl/def/otl/Onderdoorgang>	"Onderdoorgang"@nl	"Korte ongelijkvloerse verbinding die bestemd is voor wegverkeer onder een weg of spoorweg door."@nl
<https://data.rws.nl/def/otl/Ondergrond>	"Ondergrond"@nl	"Grond, mogelijk gestabiliseerd, waar de wegconstructie op rust."@nl
<https://data.rws.nl/def/otl/OndergrondSpeelvoorziening>	"Ondergrond speelvoorziening"@nl	"Dempende veilige ondergrond voor het gebruik bij speeltoestellen."@nl
<https://data.rws.nl/def/otl/Onderhoudsstrook>	"Onderhoudsstrook"@nl	"Strook langs land- of waterinfrastructuur gereserveerd voor het faciliteren van onderhoudswerkzaamheden."@nl
<https://data.rws.nl/def/otl/Onderhoudsvoorziening>	"Onderhoudsvoorziening"@nl	"Accommodatie voor het plegen van onderhoud"@nl
<https://data.rws.nl/def/otl/Onderlaag>	"Onderlaag"@nl	"Laag asfaltbeton in de verharding van een asfaltweg, die direct is aangebracht op de onderbouw (weg) of op de fundering (weg)"@nl
<https://data.rws.nl/def/otl/Onderloopsheidscherm>	"Onderloopsheidscherm"@nl	"Constructie om kwelwater tegen te houden voor het garanderen van de stabiliteit van het dijklichaam."@nl
<https://data.rws.nl/def/otl/Onderverdeler>	"Onderverdeler"@nl	"Onderdeel van een laagspanningsinstallatie dat dient als verdeler van spanning naar installaties."@nl
<https://data.rws.nl/def/otl/Ontvangbed>	"Ontvangbed"@nl	"Bodembeschermingsconstructie die is aangebracht na een uitlaat tegen het uitspoelen van de grond."@nl
<https://data.rws.nl/def/otl/Ontvanger>	"Ontvanger"@nl	"Installatiedeel dat elektromagnetische signalen detecteert en verwerkt"@nl
<https://data.rws.nl/def/otl/OntvangstEnVerdeelwerk>	"Ontvangst- en verdeelwerk"@nl	"Gebouw of civiele constructie op een rioolwaterzuiveringsinstallatie voor het ontvangen van slib of een afvalwaterstroom of de verdeling daarvan over diverse beheerobjecten"@nl
<https://data.rws.nl/def/otl/OnverhardOppervlak>	"Onverhard oppervlak"@nl	"Terreindeel zonder verharding bestaand uit het materiaal van de ondergrond waar het oppervlak ligt"@nl
<https://data.rws.nl/def/otl/OpEnAfrit>	"Op- en afrit"@nl	"Weg die een lagere categorie weg met een hogere categorie weg verbindt of andersom."@nl
<https://data.rws.nl/def/otl/OpenBuispalen>	"Open buispalen"@nl	"Stalen buis die wordt gebruikt voor funderingen bij beperkte ruimte en wordt gevuld met beton wanneer de buis op diepte is"@nl
<https://data.rws.nl/def/otl/OpenTunnelbak>	"Open tunnelbak"@nl	"Aan de bovenzijde open constructie met tenminste 2 wanden en een vloer om een spoor- of autoweg ten opzichte van het omliggende maaiveld verdiept te laten liggen."@nl
<https://data.rws.nl/def/otl/OpenbareVerlichting>	"Openbare verlichting (OV)"@nl	"Installatie die dient om de openbare infrastructuur, met name wegen, te verlichten."@nl
<https://data.rws.nl/def/otl/Openfilterconstructie>	"Openfilterconstructie"@nl	"Bodembedekkende constructie waarbij de laag nog doordringbaar is voor zowel olie, brandstof of lucht."@nl
<https://data.rws.nl/def/otl/Ophangconstructie>	"Ophangconstructie"@nl	"Constructie voor het ophangen/bevestigen van constructiedelen."@nl
<https://data.rws.nl/def/otl/Ophoging>	"Ophoging"@nl	"Ophoging is een toegevoegde hoeveelheid materiaal om een oppervlakte in verticale zin op de juiste hoogte te brengen."@nl
<https://data.rws.nl/def/otl/Oplegbalk>	"Oplegbalk"@nl	"Oplegging in de vorm van een balk die boven op andere balken/palen bevestigd kan worden. Vaak met oplegplaten om de bevestiging te vergemakkelijken."@nl
<https://data.rws.nl/def/otl/Oplegblok>	"Oplegblok"@nl	"Oplegging in de vorm van een blok dat dient als steunpunt voor bovenliggende constructie"@nl
<https://data.rws.nl/def/otl/Oplegging>	"Oplegging"@nl	"Constructie die krachten en vervormingen uit de bovenbouw van een kunstwerk opneemt en geheel of gedeeltelijk overdraagt op de onderbouw."@nl
<https://data.rws.nl/def/otl/Oplegpunt>	"Oplegpunt"@nl	"Oplegging waarmee bevestiging (oplegging) met een vaste constructie wordt gerealiseerd."@nl
<https://data.rws.nl/def/otl/Oplegstoel>	"Oplegstoel"@nl	"Oplegging in de vorm van een stoel. Dit is een drukverdelende bouwconstructie"@nl
<https://data.rws.nl/def/otl/Oplegtafel>	"Oplegtafel"@nl	"Oplegging in de vorm van een tafel. Dit is een drukverdelende bouwconstructie."@nl
<https://data.rws.nl/def/otl/Opnamemedium>	"Opnamemedium"@nl	"Apparaat om informatie (audio- en/of videosignalen) te registreren"@nl
<https://data.rws.nl/def/otl/Opslagtank>	"Opslagtank"@nl	"Tanks bedoeld voor de tijdelijke opslag van, tijdens het zuiveringsproces vrijgekomen, tussen- of eindproducten zoals gas of ontwaterd slib"@nl
<https://data.rws.nl/def/otl/Opsluitband>	"Opsluitband"@nl	"Verticale betonnen of stenen rand die dient ter bescherming en ondersteuning van een dijklichaam of kunstwerk"@nl
<https://data.rws.nl/def/otl/Opsluitconstructie>	"Opsluitconstructie"@nl	"Constructie uitgevoerd als een verticale rand om de vorm van het kunstwerk (bijv. dam/dijk) te behouden en te ondersteunen"@nl
<https://data.rws.nl/def/otl/Opstal>	"Opstal"@nl	"Bouwwerk dat betrekking heeft op het boven de grond bebouwde (dus exclusief ondergrond). Een opstal wordt binnen de NEN 2767-4 op een lager aggregatieniveau geplaatst dan ene gebouw. Het zijn bijvoorbeeld installatiegebouwen."@nl
<https://data.rws.nl/def/otl/Opvulling>	"Opvulling"@nl	"Hulpmiddel waarmee een ruimte opgevuld kan worden."@nl
<https://data.rws.nl/def/otl/Opzetinrichting>	"Opzetinrichting"@nl	"Installatiedeel dat een vergrendeld brugdek ontgrendeld door het brugdek wat op vijzels rust omlaag te vijzelen."@nl
<https://data.rws.nl/def/otl/OverEnOnderdrukinstallatie>	"Over- en onderdrukinstallatie"@nl	"Installatie die over- of onderdruk kan realiseren in een bepaalde ruimte."@nl
<https://data.rws.nl/def/otl/Overgangsconstructie>	"Overgangsconstructie"@nl	"Constructie die is aangebracht in de aardebaan en scharnierend is opgelegd op een kunstwerk om zettingsverschillen tussen aardebaan en kunstwerk gelijkmatig te laten verlopen"@nl
<https://data.rws.nl/def/otl/Overgangsplaat>	"Overgangsplaat"@nl	"Plaatvormig constructiedeel die de overgang vormt van een grondlichaam naar een brug, sluis of viaduct en dient voor een geleidelijke overgang."@nl
<https://data.rws.nl/def/otl/Overkluizing>	"Overkluizing"@nl	"Een aan beide zijden niet toegankelijke constructie onder een weg, spoorweg, kade of dijk om kruisende kabels en leidingen te beschermen en te geleiden."@nl
<https://data.rws.nl/def/otl/Overlastbelastingsbeveiliging>	"Overlastbelastingsbeveiliging"@nl	"Beveiligingsmechanisme dat overbelasting van een hijs- of hefinstallatie voorkomt"@nl
<https://data.rws.nl/def/otl/Overspanning>	"Overspanning"@nl	"Constructiedeel van een hijs- en hefinstallatie dat de horizontale verbinding vormt tussen de grijper/ takel en de verticale staander"@nl
<https://data.rws.nl/def/otl/Overspanningbeveiliging>	"Overspanningbeveiliging"@nl	"Installatiedeel die in het geval van overspanningen in werking treed, zodat schade aan de overige installatiedelen wordt voorkomen."@nl
<https://data.rws.nl/def/otl/Paaiplaats>	"Paaiplaats"@nl	"Plaats waar vissen eitjes leggen"@nl
<https://data.rws.nl/def/otl/Paal>	"Paal"@nl	"Langwerpig voorwerp van bijvoorbeeld hout, ijzer, steen dat in de grond staat"@nl
<https://data.rws.nl/def/otl/Paalbeugel>	"Paalbeugel"@nl	"Bevestigingsmiddel of band die iets op zijn plaats houdt aan een paal"@nl
<https://data.rws.nl/def/otl/Panamawiel>	"Panamawiel"@nl	"Tandwiel met een arm in het bewegingsmechanisme van een constructie dat door een rondsel in beweging wordt gebracht."@nl
<https://data.rws.nl/def/otl/Paneel>	"Paneel"@nl	"Rechthoekig, plat stuk materiaal dat bijvoorbeeld wordt gebruikt in een geluidbeperkende constructie voor geluidsreductie"@nl
<https://data.rws.nl/def/otl/Pannakooi>	"Pannakooi"@nl	"Besloten ruimte waarin pannavoetbal gespeeld wordt. Het is veelal een uit tralies of gaas gemaakte metalen constructie dat een ruimte omsluit. In de constructie zijn meestal twee doelen verwerkt"@nl
<https://data.rws.nl/def/otl/Papierbak>	"Papierbak"@nl	"Leegbare bak voor de inzameling van papier en karton."@nl
<https://data.rws.nl/def/otl/Park>	"Park"@nl	"Openbaar terrein met een recreatieve- of naruurfunctie met in het algemeen een grote verscheidenheid aan bomen, beplantingen, gras, en kruidachtige vegetaties, waterpartijen en paden."@nl
<https://data.rws.nl/def/otl/Parkeerbeugel>	"Parkeerbeugel"@nl	"Omklapbare beugel voor het afschermen van een parkeerplaats"@nl
<https://data.rws.nl/def/otl/Peilschaal>	"Peilschaal"@nl	"Bord (of lat) met een schaalverdeling die de waterstand aangeeft binnen een bepaald waterlichaam."@nl
<https://data.rws.nl/def/otl/Pennenbaan>	"Pennenbaan"@nl	"Constructiedeel bestaande uit meerdere pennen die zijn aangebracht op een crikelvormig hellend oppervlak waar een speciaal rondsel ingrijpt en hierdoor een beweging realiseert."@nl
<https://data.rws.nl/def/otl/Pergola>	"Pergola"@nl	"Overkapping, mogelijk voorzien van klim- en leiplanten, voor het creëren van een (natuurlijke) zonwering"@nl
<https://data.rws.nl/def/otl/Perkplant>	"Perkplant"@nl	"Perkplant is een eenjarige, tweejarige of overblijvende plant, die wordt gebruikt voor tijdelijke tuinversiering, veelal in perken en bloembakken."@nl
<https://data.rws.nl/def/otl/Perron>	"Perron"@nl	"Verhoging langs het spoor bij een station of een halte bij een weg, waar reizigers kunnen in- en uitstappen en/of het laden en/of lossen van goederen."@nl
<https://data.rws.nl/def/otl/Persinstallatie>	"Persinstallatie"@nl	"Installatie waarmee het verzamelde vuil van de roosterreinigingsinstallatie wordt uitgeperst om het te ontdoen van water en het volume te verkleinen"@nl
<https://data.rws.nl/def/otl/Persleiding>	"Persleiding"@nl	"Leiding of stelsel van leidingen inclusief appendages waar onder druk staand afvalwater wordt gedistribueerd"@nl
<https://data.rws.nl/def/otl/Personenzoekinstallatie>	"Personenzoekinstallatie (PZI)"@nl	"Draadloze beveiligingsinstallatie waarmee personen in gevaarlijke situaties direct alarm kunnen slaan bij een centrale, zodat zij kunnen rekenen op hulpverlening."@nl
<https://data.rws.nl/def/otl/Pictogram>	"Pictogram"@nl	"Symbool of afbeelding ter aanduiding van een vluchtroute"@nl
<https://data.rws.nl/def/otl/Pijler>	"Pijler"@nl	"Ondersteuningsconstructie van een brug, viaduct en soortgelijke kunstwerken die fungeert als vrijstaande drager."@nl
<https://data.rws.nl/def/otl/Pipingberm>	"Pipingberm"@nl	"Berm aan de binnenzijde van de dijk om daarmee het optreden van zandmeevoerende wellen (piping) te voorkomen."@nl
<https://data.rws.nl/def/otl/Plaatbeluchter>	"Plaatbeluchter"@nl	"Installatiedeel in de vorm van een geperforeerde, met membraan voorziene, plaat dat onder druk gebracht zuurstof verspreidt in het influent (afvalwater)."@nl
